OBJECTID,EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE,GEOLOC_COD,SOURCE,Land_Use_R,Vol_Cleanu,Laserfiche,Update Date,x,y
49699,NONCD0002563,SUPERIOR INK COMPANY,4820 ROZZELLS FERRY ROAD,CHARLOTTE,MECKLENBURG,35.27378,-80.88992,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002562*%22%7D,7/2/2026 12:00:00 AM,-80.88992,35.27378
49700,NONCD0002564,ALLENS FARM SUPPLY,511 N 3RD ST,WILMINGTON,NEW HANOVER,34.24186,-77.94708,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002563*%22%7D,7/2/2026 12:00:00 AM,-77.94708,34.24186
49701,NONCD0002568,SWARTZ & SONS (SMITH METAL & IRON W,W. 3RD AND CEDAR,CHARLOTTE,MECKLENBURG,35.23081,-80.85389,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002564*%22%7D,7/2/2026 12:00:00 AM,-80.85389,35.2308100000001
49702,NONCD0002569,"ARVIN MERITOR, INC",1000 ROCKWELL DR,FLETCHER,HENDERSON,35.41238,-82.51475,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002568*%22%7D,7/2/2026 12:00:00 AM,-82.5147499999999,35.41238
49703,NONCD0002570,SWEETWATER MHP & BOBBY TAYLOR OIL COMPAN,SWEETWATER DRIVE,FAYETTEVILLE,CUMBERLAND,35.12188,-78.88209,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002569*%22%7D,7/2/2026 12:00:00 AM,-78.8820899999999,35.12188
49704,NONCD0002571,"SYKES RESIDENCE, RONNIE",1456 GANT ROAD,GRAHAM,ALAMANCE,36.055364,-79.413344,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002570*%22%7D,7/2/2026 12:00:00 AM,-79.4133439999999,36.0553640000001
49705,NONCD0002574,MONROE RD PCE CONTAMINATION,4102 MONROE ROAD,CHARLOTTE,MECKLENBURG,35.19638,-80.79089,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002571*%22%7D,7/2/2026 12:00:00 AM,-80.79089,35.19638
49706,NONCD0002575,TAKEDA - BASF,101 VITAMIN DRIVE,WILMINGTON,NEW HANOVER,34.33388,-78.00753,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002574*%22%7D,7/2/2026 12:00:00 AM,-78.00753,34.3338800000001
49707,NONCD0002576,CASWELL CENTER RESEARCH FARM,2415 W VERNON AVE,KINSTON,LENOIR,35.27928,-77.61406,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002575*%22%7D,7/2/2026 12:00:00 AM,-77.6140599999999,35.27928
49708,NONCD0002579,TALON ZIPPER FACILITY (FORMER),500 HOVIS ROAD,STANLEY,GASTON,35.36763,-81.10653,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002576*%22%7D,7/2/2026 12:00:00 AM,-81.10653,35.3676300000001
49709,NONCD0002582,TAU VALLEY APARTMENTS,237 WINSTEAD AVENUE,ROCKY MOUNT,NASH,35.96095,-77.84822,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002579*%22%7D,7/2/2026 12:00:00 AM,-77.84822,35.96095
49710,NONCD0002583,TAYLOR SALT & CHEMICAL 2,3915 GLENWOOD DRIVE,CHARLOTTE,MECKLENBURG,35.249686,-80.886682,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002582*%22%7D,7/2/2026 12:00:00 AM,-80.886682,35.2496860000001
49711,NONCD0002584,LYNX LIGHT RAIL LINE/CHARLOTTE TRANSP,210 E TRADE ST,CHARLOTTE,MECKLENBURG,35.22484,-80.84162,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002583*%22%7D,7/2/2026 12:00:00 AM,-80.84162,35.22484
49712,NONCD0002585,TEMCO (FORMER VENTRA),2711 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.22297,-80.88675,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002584*%22%7D,7/2/2026 12:00:00 AM,-80.8867499999999,35.22297
49713,NONCD0002587,TEXTILE PIECE DYEING,"HIGHWAY 321, NORTH BYPASS",LINCOLNTON,LINCOLN,35.483637,-81.246024,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002585*%22%7D,7/2/2026 12:00:00 AM,-81.246024,35.483637
49714,NONCD0002588,THE STORE - SILOAM,3069 SILOAM ROAD,SILOAM,SURRY,36.286322,-80.562266,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002587*%22%7D,7/2/2026 12:00:00 AM,-80.562266,36.286322
49715,NONCD0002589,THIRD AND CHURCH STREET,THIRD AND CHURCH STREET,CHARLOTTE,MECKLENBURG,35.22627,-80.84654,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002588*%22%7D,7/2/2026 12:00:00 AM,-80.8465399999999,35.2262700000001
49716,NONCD0002590,THOMAS BUILT BUSES - NONUST,412-RI RIDGEWAY PLACE,HIGH POINT,GUILFORD,35.939945,-80.02135,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002589*%22%7D,7/2/2026 12:00:00 AM,-80.02135,35.9399450000001
49717,NONCD0002591,THOMAS CONCRETE,3701 N GRAHAM STREET,CHARLOTTE,MECKLENBURG,35.2675,-80.81558,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002590*%22%7D,7/2/2026 12:00:00 AM,-80.81558,35.2675
49718,NONCD0002592,THOMASVILLE FURNITURE-WINSTON SALEM,1201 NORTH PATTERSON AVENUE,WINSTON-SALEM,FORSYTH,36.10917,-80.24077,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002591*%22%7D,7/2/2026 12:00:00 AM,-80.2407699999999,36.1091700000001
49719,NONCD0002593,"RJS/STS, LLC PROPERTY-PARCEL 32",1320 S GRAHAM ST,CHARLOTTE,MECKLENBURG,35.22184,-80.85932,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002592*%22%7D,7/2/2026 12:00:00 AM,-80.85932,35.22184
49720,NONCD0002596,THONET PROPERTY #2,WISE STREET AND MEETING STREET,STATESVILLE,IREDELL,35.775555,-80.885555,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002593*%22%7D,7/2/2026 12:00:00 AM,-80.885555,35.7755550000001
49721,NONCD0002597,BURLINGTON INDUSTRIES,1181 OLD CAROLEEN RD,FOREST CITY,RUTHERFORD,35.31578,-81.82118,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,UNKNOWN,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002596*%22%7D,7/2/2026 12:00:00 AM,-81.82118,35.3157800000001
49722,NONCD0002599,TICAR CHEMICAL CO,PO BOX 4205,ASHEVILLE,BUNCOMBE,35.52095,-82.60526,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002597*%22%7D,7/2/2026 12:00:00 AM,-82.60526,35.52095
49723,NONCD0002600,"TILLETT CHEMICAL, INC.",316 COLLEGE STREET,PINEVILLE,MECKLENBURG,35.08668,-80.89029,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002599*%22%7D,7/2/2026 12:00:00 AM,-80.8902899999999,35.0866800000001
49724,NONCD0002602,HONEYWELL INTERNATIONAL,1845 WITHERS RD,MAIDEN,CATAWBA,35.56944,-81.19028,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002600*%22%7D,7/2/2026 12:00:00 AM,-81.19028,35.56944
49725,NONCD0002603,TIMKEN US CORP.,1510 HIGHWAY 221 SOUTH,RUTHERFORDTON,RUTHERFORD,35.31466,-81.93066,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002602*%22%7D,7/2/2026 12:00:00 AM,-81.93066,35.3146600000001
49726,NONCD0002608,"TOMMY POLLARD PROPERTY, PARCEL 901",INTERSECTION OF HWY. 24 & 53,JACKSONVILLE,ONSLOW,34.75586,-77.48186,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002603*%22%7D,7/2/2026 12:00:00 AM,-77.48186,34.75586
49727,NONCD0002609,TOMMYS AUTOMOTIVE - SOLVENTS,6000 THE PLAZA,CHARLOTTE,MECKLENBURG,35.24837,-80.75392,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002608*%22%7D,7/2/2026 12:00:00 AM,-80.7539199999999,35.2483700000001
49728,NONCD0002611,TOWN CENTER PROJECT,20101 N MAIN ST,CORNELIUS,MECKLENBURG,35.48256,-80.85855,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002609*%22%7D,7/2/2026 12:00:00 AM,-80.85855,35.48256
49729,NONCD0002612,TOWN OF CAROLINA BEACH,406 S. DOW ROAD,CAROLINA BEACH,NEW HANOVER,34.03399,-77.90864,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002611*%22%7D,7/2/2026 12:00:00 AM,-77.9086399999999,34.0339900000001
49730,NONCD0002616,PEACH ORCHARD LANE,PEACH ORCHARD LN & HARDER ST,SALISBURY,ROWAN,35.62115,-80.52987,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002612*%22%7D,7/2/2026 12:00:00 AM,-80.52987,35.6211500000001
49731,NONCD0002617,TRACY LIPE,31 KINGWOOD HILLS DR.,FLETCHER,HENDERSON,35.36972,-82.46638,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002616*%22%7D,7/2/2026 12:00:00 AM,-82.46638,35.36972
49732,NONCD0002618,TRADEMART ASSOC UNITED PROP,500 BLOCK S COLLEGE STREET,CHARLOTTE,MECKLENBURG,35.223611,-80.846388,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002617*%22%7D,7/2/2026 12:00:00 AM,-80.846388,35.2236110000001
49733,NONCD0002620,TRANE SERVICE FIRST,4500 MORRIS FIELD DRIVE,CHARLOTTE,MECKLENBURG,35.21944,-80.91808,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002618*%22%7D,7/2/2026 12:00:00 AM,-80.91808,35.2194400000001
49734,NONCD0002621,TRANSAMERICA MEDICAL BUILDING,158 MCCLEAN ROAD,BREVARD,TRANSYLVANIA,35.24277,-82.73066,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002620*%22%7D,7/2/2026 12:00:00 AM,-82.7306599999999,35.2427700000001
49735,NONCD0002622,MOCK JUDSON VOEHRINGER MILL,2610 OAKLAND AVE,GREENSBORO,GUILFORD,36.06202,-79.83474,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,UNKNOWN,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002621*%22%7D,7/2/2026 12:00:00 AM,-79.83474,36.0620200000001
49736,NONCD0002623,RED APPLE MARKETS #40 (FMR),925 E MEMORIAL DR,AHOSKIE,HERTFORD,36.2769,-76.97932,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002622*%22%7D,7/2/2026 12:00:00 AM,-76.97932,36.2769000000001
49737,NONCD0002624,DODSON EXTERMINATORS/US CELLULAR,2861 RICHLANDS HWY,JACKSONVILLE,ONSLOW,34.75483,-77.46544,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002623*%22%7D,7/2/2026 12:00:00 AM,-77.4654399999999,34.75483
49738,NONCD0002626,ROBERTS ST ORGANICS,109 ROBERTS ST,ASHEVILLE,BUNCOMBE,35.58702,-82.56721,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002624*%22%7D,7/2/2026 12:00:00 AM,-82.56721,35.5870200000001
49739,NONCD0002627,TRIANGLE FURNITURE STRIPPING,1221 & 1179 W NC 54 HWY,DURHAM,DURHAM,35.91828,-78.96106,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002626*%22%7D,7/2/2026 12:00:00 AM,-78.96106,35.91828
49740,NONCD0002628,TRIANGLE MACHINE & ELECTRONICS,705 N.MAIN STREET,KERNERSVILLE,FORSYTH,36.12896,-80.0619,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002627*%22%7D,7/2/2026 12:00:00 AM,-80.0619,36.1289600000001
49741,NONCD0002629,TRIANGLE RESEARCH & DEVELOPMEN,2602 S ELM ST,RALEIGH,WAKE,35.8625,-78.710277,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002628*%22%7D,7/2/2026 12:00:00 AM,-78.710277,35.8625000000001
49742,NONCD0002632,WHITE SWANS RENTALS,204 E MARKET ST,ELKIN,SURRY,36.24494,-80.84861,GEOCODE (ADDRESS MATCH),ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002629*%22%7D,7/2/2026 12:00:00 AM,-80.84861,36.24494
49743,NONCD0002633,TRINITY AMERICAN CORP.,5275 GLENOLA IND. DR,GLENOLA,RANDOLPH,35.8689,-79.90685,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002632*%22%7D,7/2/2026 12:00:00 AM,-79.90685,35.8689000000001
49744,NONCD0002634,"CAMDEN, KINGSTON, & PARK SOLVENTS",W KINGSTON AVE & CAMDEN RD,CHARLOTTE,MECKLENBURG,35.21476,-80.85792,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002633*%22%7D,7/2/2026 12:00:00 AM,-80.85792,35.2147600000001
49745,NONCD0002635,TROUTMAN PULPWOOD #2,116 WHITE MILL RD,STATESVILLE,IREDELL,35.7625,-80.883611,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002634*%22%7D,7/2/2026 12:00:00 AM,-80.883611,35.7625
49746,NONCD0002639,"TUSCARORA YARNS, INC.",8760 E. FRANKLIN ST.,MT. PLEASANT,CABARRUS,35.396746,-80.42972,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002635*%22%7D,7/2/2026 12:00:00 AM,-80.42972,35.3967460000001
49747,NONCD0002640,POWELL'S POINT REST STOP (FRMR),8364 CARATOKE HWY,POWELLS POINT,CURRITUCK,36.120773,-75.833267,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002639*%22%7D,7/2/2026 12:00:00 AM,-75.833267,36.120773
49748,NONCD0002645,UNIFIRST,1821 DAWSON STREET,WILMINGTON,NEW HANOVER,34.2263,-77.9241,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002640*%22%7D,7/2/2026 12:00:00 AM,-77.9241,34.2263
49749,NONCD0002646,UNIFIRST CORPORATION (FRMR TEXTILEASE),800 SOUTH JOHN STREET,GOLDSBORO,WAYNE,35.37162,-77.99934,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002645*%22%7D,7/2/2026 12:00:00 AM,-77.99934,35.3716200000001
49750,NONCD0002647,UNION ROAD,122 FAIRSTONE ROAD,GASTONIA,GASTON,35.185652,-81.147394,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002646*%22%7D,7/2/2026 12:00:00 AM,-81.147394,35.1856520000001
49751,NONCD0002648,UNITED CHEMI-CON - NONUST,185 MCNEIL RD.,LANSING,ASHE,36.480123,-81.504536,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002647*%22%7D,7/2/2026 12:00:00 AM,-81.504536,36.480123
49752,NONCD0002649,UNITED ENGRAVING,320 MEACHAM ROAD,STATESVILLE,IREDELL,35.79153,-80.92256,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002648*%22%7D,7/2/2026 12:00:00 AM,-80.92256,35.7915300000001
49753,NONCD0002650,WHITNEY ENTERPRISES,814 MIDLAND TERRACE,DURHAM,DURHAM,36.005779,-78.860809,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002649*%22%7D,7/2/2026 12:00:00 AM,-78.860809,36.0057790000001
49754,NONCD0002651,"UNITED SCREEN PRINTERS, INC.",BROWNS HILL ROAD,LOCUST,STANLY,35.245061,-80.457304,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002650*%22%7D,7/2/2026 12:00:00 AM,-80.457304,35.2450610000001
49755,NONCD0002652,UNITED TECHNOLOGIES AUTOMOTIVE,511 HAY ST.,MOUNT AIRY,SURRY,36.509322,-80.617284,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002651*%22%7D,7/2/2026 12:00:00 AM,-80.617284,36.5093220000001
49756,NONCD0002654,UNIVERSAL STAINLESS,10801 NATIONS FORD ROAD,PINEVILLE,MECKLENBURG,35.11416,-80.91,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0002652*%22%7D,7/2/2026 12:00:00 AM,-80.91,35.11416
